Receipt_Location,Delivery_Location,Cycle,Start_Gas_Day,End_Gas_Day,Daily_Equivalent_FT,Load_Factor,Bid_Floor
St. Clair,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.2042,295,0.6024
St. Clair,Union SSMDA,Timely,2020-11-01,9999-12-31,0.3673,295,1.0835
St. Clair,Union SWDA,Timely,2020-11-01,9999-12-31,0.0916,295,0.2702
St. Clair,Union WDA,Timely,2020-11-01,9999-12-31,0.9162,295,2.7028
St. Clair,Welwyn,Timely,2020-11-01,9999-12-31,1.0480,295,3.0916
Ste. Genevieve,Centram MDA,Timely,2020-11-01,9999-12-31,1.2313,295,3.6323
Ste. Genevieve,Centram SSDA,Timely,2020-11-01,9999-12-31,1.3619,295,4.0176
Ste. Genevieve,Centrat MDA,Timely,2020-11-01,9999-12-31,1.1710,295,3.4545
Ste. Genevieve,Chippawa,Timely,2020-11-01,9999-12-31,0.4680,295,1.3806
Ste. Genevieve,Cornwall,Timely,2020-11-01,9999-12-31,0.1727,295,0.5095
Ste. Genevieve,Dawn Export,Timely,2020-11-01,9999-12-31,0.5128,295,1.5128
Ste. Genevieve,East Hereford,Timely,2020-11-01,9999-12-31,0.2108,295,0.6219
Ste. Genevieve,Emerson 1,Timely,2020-11-01,9999-12-31,1.2404,295,3.6592
Ste. Genevieve,Emerson 2,Timely,2020-11-01,9999-12-31,1.2404,295,3.6592
Ste. Genevieve,Empress,Timely,2020-11-01,9999-12-31,1.6607,295,4.8991
Ste. Genevieve,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.3875,295,1.1431
Ste. Genevieve,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.2335,295,0.6888
Ste. Genevieve,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.4020,295,1.1859
Ste. Genevieve,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.5128,295,1.5128
Ste. Genevieve,Energir EDA,Timely,2020-11-01,9999-12-31,0.1437,295,0.4239
Ste. Genevieve,Energir NDA,Timely,2020-11-01,9999-12-31,0.4684,295,1.3818
Ste. Genevieve,Iroquois,Timely,2020-11-01,9999-12-31,0.1980,295,0.5841
Ste. Genevieve,KPUC EDA,Timely,2020-11-01,9999-12-31,0.2535,295,0.7478
Ste. Genevieve,Kirkwall,Timely,2020-11-01,9999-12-31,0.4207,295,1.2411
Ste. Genevieve,Napierville,Timely,2020-11-01,9999-12-31,0.1888,295,0.5570
Ste. Genevieve,Niagara Falls,Timely,2020-11-01,9999-12-31,0.4668,295,1.3771
Ste. Genevieve,North Bay Junction,Timely,2020-11-01,9999-12-31,0.3995,295,1.1785
Ste. Genevieve,Philipsburg,Timely,2020-11-01,9999-12-31,0.1973,295,0.5820
Ste. Genevieve,Spruce,Timely,2020-11-01,9999-12-31,1.1710,295,3.4545
Ste. Genevieve,St. Clair,Timely,2020-11-01,9999-12-31,0.5245,295,1.5473
Ste. Genevieve,TCPL NDA,Timely,2020-11-01,9999-12-31,0.5630,295,1.6609
Ste. Genevieve,TCPL WDA,Timely,2020-11-01,9999-12-31,0.8517,295,2.5125
Ste. Genevieve,TPLP NDA,Timely,2020-11-01,9999-12-31,0.6902,295,2.0361
Ste. Genevieve,Transgas SSDA,Timely,2020-11-01,9999-12-31,1.4487,295,4.2737
Ste. Genevieve,Union CDA,Timely,2020-11-01,9999-12-31,0.4318,295,1.2738
Ste. Genevieve,Union ECDA,Timely,2020-11-01,9999-12-31,0.4076,295,1.2024
Ste. Genevieve,Union EDA,Timely,2020-11-01,9999-12-31,0.2452,295,0.7233
Ste. Genevieve,Union NCDA,Timely,2020-11-01,9999-12-31,0.4404,295,1.2992
Ste. Genevieve,Union NDA,Timely,2020-11-01,9999-12-31,0.4845,295,1.4293
Ste. Genevieve,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.4020,295,1.1859
Ste. Genevieve,Union SSMDA,Timely,2020-11-01,9999-12-31,0.8101,295,2.3898
Ste. Genevieve,Union SWDA,Timely,2020-11-01,9999-12-31,0.5146,295,1.5181
Ste. Genevieve,Union WDA,Timely,2020-11-01,9999-12-31,0.9447,295,2.7869
Ste. Genevieve,Welwyn,Timely,2020-11-01,9999-12-31,1.3619,295,4.0176
Steelman,Centram MDA,Timely,2020-11-01,9999-12-31,0.2955,295,0.8717
Steelman,Centram SSDA,Timely,2020-11-01,9999-12-31,0.1756,295,0.5180
Steelman,Centrat MDA,Timely,2020-11-01,9999-12-31,0.3493,295,1.0304
Steelman,Chippawa,Timely,2020-11-01,9999-12-31,1.2107,295,3.5716
Steelman,Cornwall,Timely,2020-11-01,9999-12-31,1.2689,295,3.7433
Steelman,Dawn Export,Timely,2020-11-01,9999-12-31,1.0750,295,3.1713
Steelman,East Hereford,Timely,2020-11-01,9999-12-31,1.4287,295,4.2147
Steelman,Emerson 1,Timely,2020-11-01,9999-12-31,0.3586,295,1.0579
Steelman,Emerson 2,Timely,2020-11-01,9999-12-31,0.3586,295,1.0579
Steelman,Empress,Timely,2020-11-01,9999-12-31,0.2450,295,0.7228
Steelman,Enbridge CDA,Timely,2020-11-01,9999-12-31,1.2036,295,3.5506
Steelman,Enbridge EDA,Timely,2020-11-01,9999-12-31,1.2448,295,3.6722
Steelman,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,1.1768,295,3.4716
Steelman,Enbridge SWDA,Timely,2020-11-01,9999-12-31,1.0750,295,3.1713
Steelman,Energir EDA,Timely,2020-11-01,9999-12-31,1.3447,295,3.9669
Steelman,Energir NDA,Timely,2020-11-01,9999-12-31,0.9980,295,2.9441
Steelman,Iroquois,Timely,2020-11-01,9999-12-31,1.2540,295,3.6993
Steelman,KPUC EDA,Timely,2020-11-01,9999-12-31,1.3050,295,3.8498
Steelman,Kirkwall,Timely,2020-11-01,9999-12-31,1.1596,295,3.4208
Steelman,Napierville,Timely,2020-11-01,9999-12-31,1.3379,295,3.9468
Steelman,Niagara Falls,Timely,2020-11-01,9999-12-31,1.2096,295,3.5683
Steelman,North Bay Junction,Timely,2020-11-01,9999-12-31,1.0515,295,3.1019
Steelman,Philipsburg,Timely,2020-11-01,9999-12-31,1.3457,295,3.9698
Steelman,Spruce,Timely,2020-11-01,9999-12-31,0.3493,295,1.0304
Steelman,St. Clair,Timely,2020-11-01,9999-12-31,1.0550,295,3.1123
Steelman,TCPL NDA,Timely,2020-11-01,9999-12-31,0.9027,295,2.6630
Steelman,TCPL WDA,Timely,2020-11-01,9999-12-31,0.6399,295,1.8877
Steelman,TPLP NDA,Timely,2020-11-01,9999-12-31,0.7869,295,2.3214
Steelman,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.1015,295,0.2994
Steelman,Union CDA,Timely,2020-11-01,9999-12-31,1.1743,295,3.4642
Steelman,Union ECDA,Timely,2020-11-01,9999-12-31,1.1819,295,3.4866
Steelman,Union EDA,Timely,2020-11-01,9999-12-31,1.2755,295,3.7627
Steelman,Union NCDA,Timely,2020-11-01,9999-12-31,1.1395,295,3.3615
Steelman,Union NDA,Timely,2020-11-01,9999-12-31,0.9744,295,2.8745
Steelman,Union Parkway Belt,Timely,2020-11-01,9999-12-31,1.1768,295,3.4716
Steelman,Union SSMDA,Timely,2020-11-01,9999-12-31,0.8679,295,2.5603
Steelman,Union SWDA,Timely,2020-11-01,9999-12-31,1.0734,295,3.1665
Steelman,Union WDA,Timely,2020-11-01,9999-12-31,0.5738,295,1.6927
Steelman,Welwyn,Timely,2020-11-01,9999-12-31,0.1756,295,0.5180
Success,Centram MDA,Timely,2020-11-01,9999-12-31,0.4060,295,1.1977
Success,Centram SSDA,Timely,2020-11-01,9999-12-31,0.2860,295,0.8437
Success,Centrat MDA,Timely,2020-11-01,9999-12-31,0.4597,295,1.3561
Success,Chippawa,Timely,2020-11-01,9999-12-31,1.3221,295,3.9002
Success,Cornwall,Timely,2020-11-01,9999-12-31,1.3804,295,4.0722
Success,Dawn Export,Timely,2020-11-01,9999-12-31,1.1864,295,3.4999
Success,East Hereford,Timely,2020-11-01,9999-12-31,1.5401,295,4.5433
Success,Emerson 1,Timely,2020-11-01,9999-12-31,0.4691,295,1.3838
Success,Emerson 2,Timely,2020-11-01,9999-12-31,0.4691,295,1.3838
Success,Empress,Timely,2020-11-01,9999-12-31,0.1346,295,0.3971
Success,Enbridge CDA,Timely,2020-11-01,9999-12-31,1.3150,295,3.8793
Success,Enbridge EDA,Timely,2020-11-01,9999-12-31,1.3562,295,4.0008
Success,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,1.2882,295,3.8002
Success,Enbridge SWDA,Timely,2020-11-01,9999-12-31,1.1864,295,3.4999
Success,Energir EDA,Timely,2020-11-01,9999-12-31,1.4562,295,4.2958
Success,Energir NDA,Timely,2020-11-01,9999-12-31,1.1085,295,3.2701
Success,Iroquois,Timely,2020-11-01,9999-12-31,1.3655,295,4.0282
Success,KPUC EDA,Timely,2020-11-01,9999-12-31,1.4165,295,4.1787
Success,Kirkwall,Timely,2020-11-01,9999-12-31,1.2711,295,3.7497
Success,Napierville,Timely,2020-11-01,9999-12-31,1.4493,295,4.2754
Success,Niagara Falls,Timely,2020-11-01,9999-12-31,1.3210,295,3.8970
Success,North Bay Junction,Timely,2020-11-01,9999-12-31,1.1620,295,3.4279
Success,Philipsburg,Timely,2020-11-01,9999-12-31,1.4571,295,4.2984
Success,Spruce,Timely,2020-11-01,9999-12-31,0.4597,295,1.3561
Success,St. Clair,Timely,2020-11-01,9999-12-31,1.1655,295,3.4382
Success,TCPL NDA,Timely,2020-11-01,9999-12-31,1.0132,295,2.9889
Success,TCPL WDA,Timely,2020-11-01,9999-12-31,0.7503,295,2.2134
Success,TPLP NDA,Timely,2020-11-01,9999-12-31,0.8974,295,2.6473
Success,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.2082,295,0.6142
Success,Union CDA,Timely,2020-11-01,9999-12-31,1.2858,295,3.7931
Success,Union ECDA,Timely,2020-11-01,9999-12-31,1.2934,295,3.8155
Success,Union EDA,Timely,2020-11-01,9999-12-31,1.3869,295,4.0914
Success,Union NCDA,Timely,2020-11-01,9999-12-31,1.2509,295,3.6902
Success,Union NDA,Timely,2020-11-01,9999-12-31,1.0849,295,3.2005
Success,Union Parkway Belt,Timely,2020-11-01,9999-12-31,1.2882,295,3.8002
Success,Union SSMDA,Timely,2020-11-01,9999-12-31,0.9784,295,2.8863
Success,Union SWDA,Timely,2020-11-01,9999-12-31,1.1848,295,3.4952
Success,Union WDA,Timely,2020-11-01,9999-12-31,0.6842,295,2.0184
Success,Welwyn,Timely,2020-11-01,9999-12-31,0.2860,295,0.8437
Suffield 2,Centram MDA,Timely,2020-11-01,9999-12-31,0.4653,295,1.3726
Suffield 2,Centram SSDA,Timely,2020-11-01,9999-12-31,0.3454,295,1.0189
Suffield 2,Centrat MDA,Timely,2020-11-01,9999-12-31,0.5191,295,1.5313
Suffield 2,Chippawa,Timely,2020-11-01,9999-12-31,1.3820,295,4.0769
Suffield 2,Cornwall,Timely,2020-11-01,9999-12-31,1.4402,295,4.2486
Suffield 2,Dawn Export,Timely,2020-11-01,9999-12-31,1.2463,295,3.6766
Suffield 2,East Hereford,Timely,2020-11-01,9999-12-31,1.6000,295,4.7200
Suffield 2,Emerson 1,Timely,2020-11-01,9999-12-31,0.5284,295,1.5588
Suffield 2,Emerson 2,Timely,2020-11-01,9999-12-31,0.5284,295,1.5588
Suffield 2,Empress,Timely,2020-11-01,9999-12-31,0.0752,295,0.2218
Suffield 2,Enbridge CDA,Timely,2020-11-01,9999-12-31,1.3749,295,4.0560
Suffield 2,Enbridge EDA,Timely,2020-11-01,9999-12-31,1.4161,295,4.1775
Suffield 2,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,1.3481,295,3.9769
Suffield 2,Enbridge SWDA,Timely,2020-11-01,9999-12-31,1.2463,295,3.6766
Suffield 2,Energir EDA,Timely,2020-11-01,9999-12-31,1.5161,295,4.4725
Suffield 2,Energir NDA,Timely,2020-11-01,9999-12-31,1.1678,295,3.4450
Suffield 2,Iroquois,Timely,2020-11-01,9999-12-31,1.4253,295,4.2046
Suffield 2,KPUC EDA,Timely,2020-11-01,9999-12-31,1.4764,295,4.3554
Suffield 2,Kirkwall,Timely,2020-11-01,9999-12-31,1.3309,295,3.9262
Suffield 2,Napierville,Timely,2020-11-01,9999-12-31,1.5092,295,4.4521
Suffield 2,Niagara Falls,Timely,2020-11-01,9999-12-31,1.3809,295,4.0737
Suffield 2,North Bay Junction,Timely,2020-11-01,9999-12-31,1.2213,295,3.6028
Suffield 2,Philipsburg,Timely,2020-11-01,9999-12-31,1.5170,295,4.4752
Suffield 2,Spruce,Timely,2020-11-01,9999-12-31,0.5191,295,1.5313
Suffield 2,St. Clair,Timely,2020-11-01,9999-12-31,1.2248,295,3.6132
Suffield 2,TCPL NDA,Timely,2020-11-01,9999-12-31,1.0725,295,3.1639
Suffield 2,TCPL WDA,Timely,2020-11-01,9999-12-31,0.8097,295,2.3886
Suffield 2,TPLP NDA,Timely,2020-11-01,9999-12-31,0.9567,295,2.8223
Suffield 2,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.2663,295,0.7856
Suffield 2,Union CDA,Timely,2020-11-01,9999-12-31,1.3456,295,3.9695
Suffield 2,Union ECDA,Timely,2020-11-01,9999-12-31,1.3532,295,3.9919
Suffield 2,Union EDA,Timely,2020-11-01,9999-12-31,1.4468,295,4.2681
Suffield 2,Union NCDA,Timely,2020-11-01,9999-12-31,1.3108,295,3.8669
Suffield 2,Union NDA,Timely,2020-11-01,9999-12-31,1.1442,295,3.3754
Suffield 2,Union Parkway Belt,Timely,2020-11-01,9999-12-31,1.3481,295,3.9769
Suffield 2,Union SSMDA,Timely,2020-11-01,9999-12-31,1.0377,295,3.0612
Suffield 2,Union SWDA,Timely,2020-11-01,9999-12-31,1.2447,295,3.6719
Suffield 2,Union WDA,Timely,2020-11-01,9999-12-31,0.7436,295,2.1936
Suffield 2,Welwyn,Timely,2020-11-01,9999-12-31,0.3454,295,1.0189
TCPL NDA,Centram MDA,Timely,2020-11-01,9999-12-31,0.6827,295,2.0140
TCPL NDA,Centram SSDA,Timely,2020-11-01,9999-12-31,0.8015,295,2.3644
TCPL NDA,Centrat MDA,Timely,2020-11-01,9999-12-31,0.6278,295,1.8520
TCPL NDA,Chippawa,Timely,2020-11-01,9999-12-31,0.4469,295,1.3184
TCPL NDA,Cornwall,Timely,2020-11-01,9999-12-31,0.4333,295,1.2782
TCPL NDA,Dawn Export,Timely,2020-11-01,9999-12-31,0.4881,295,1.4399
TCPL NDA,East Hereford,Timely,2020-11-01,9999-12-31,0.5931,295,1.7496
TCPL NDA,Emerson 1,Timely,2020-11-01,9999-12-31,0.6909,295,2.0382
TCPL NDA,Emerson 2,Timely,2020-11-01,9999-12-31,0.6909,295,2.0382
TCPL NDA,Empress,Timely,2020-11-01,9999-12-31,1.0734,295,3.1665
TCPL NDA,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.3833,295,1.1307
TCPL NDA,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.4095,295,1.2080
TCPL NDA,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.3863,295,1.1396
TCPL NDA,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.4881,295,1.4399
TCPL NDA,Energir EDA,Timely,2020-11-01,9999-12-31,0.5091,295,1.5018
TCPL NDA,Energir NDA,Timely,2020-11-01,9999-12-31,0.1696,295,0.5003
TCPL NDA,Iroquois,Timely,2020-11-01,9999-12-31,0.4184,295,1.2343
TCPL NDA,KPUC EDA,Timely,2020-11-01,9999-12-31,0.4694,295,1.3847
TCPL NDA,Kirkwall,Timely,2020-11-01,9999-12-31,0.4035,295,1.1903
TCPL NDA,Napierville,Timely,2020-11-01,9999-12-31,0.5022,295,1.4815
TCPL NDA,Niagara Falls,Timely,2020-11-01,9999-12-31,0.4459,295,1.3154
TCPL NDA,North Bay Junction,Timely,2020-11-01,9999-12-31,0.2231,295,0.6581
TCPL NDA,Philipsburg,Timely,2020-11-01,9999-12-31,0.5100,295,1.5045
TCPL NDA,Spruce,Timely,2020-11-01,9999-12-31,0.6278,295,1.8520
TCPL NDA,St. Clair,Timely,2020-11-01,9999-12-31,0.4945,295,1.4588
TCPL NDA,TCPL NDA,Timely,2020-11-01,9999-12-31,0.0743,295,0.2192
TCPL NDA,TCPL WDA,Timely,2020-11-01,9999-12-31,0.3372,295,0.9947
TCPL NDA,TPLP NDA,Timely,2020-11-01,9999-12-31,0.1901,295,0.5608
TCPL NDA,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.8805,295,2.5975
TCPL NDA,Union CDA,Timely,2020-11-01,9999-12-31,0.4137,295,1.2204
TCPL NDA,Union ECDA,Timely,2020-11-01,9999-12-31,0.3915,295,1.1549
TCPL NDA,Union EDA,Timely,2020-11-01,9999-12-31,0.4414,295,1.3021
TCPL NDA,Union NCDA,Timely,2020-11-01,9999-12-31,0.3038,295,0.8962
TCPL NDA,Union NDA,Timely,2020-11-01,9999-12-31,0.1594,295,0.4702
TCPL NDA,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.3863,295,1.1396
TCPL NDA,Union SSMDA,Timely,2020-11-01,9999-12-31,0.7544,295,2.2255
TCPL NDA,Union SWDA,Timely,2020-11-01,9999-12-31,0.4897,295,1.4446
TCPL NDA,Union WDA,Timely,2020-11-01,9999-12-31,0.4218,295,1.2443
TCPL NDA,Welwyn,Timely,2020-11-01,9999-12-31,0.8015,295,2.3644
TCPL WDA,Centram MDA,Timely,2020-11-01,9999-12-31,0.4198,295,1.2384
TCPL WDA,Centram SSDA,Timely,2020-11-01,9999-12-31,0.5387,295,1.5892
TCPL WDA,Centrat MDA,Timely,2020-11-01,9999-12-31,0.3650,295,1.0768
TCPL WDA,Chippawa,Timely,2020-11-01,9999-12-31,0.7121,295,2.1007
TCPL WDA,Cornwall,Timely,2020-11-01,9999-12-31,0.6984,295,2.0603
TCPL WDA,Dawn Export,Timely,2020-11-01,9999-12-31,0.7533,295,2.2222
TCPL WDA,East Hereford,Timely,2020-11-01,9999-12-31,0.8582,295,2.5317
TCPL WDA,Emerson 1,Timely,2020-11-01,9999-12-31,0.4281,295,1.2629
TCPL WDA,Emerson 2,Timely,2020-11-01,9999-12-31,0.4281,295,1.2629
TCPL WDA,Empress,Timely,2020-11-01,9999-12-31,0.8106,295,2.3913
TCPL WDA,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.6484,295,1.9128
TCPL WDA,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.6746,295,1.9901
TCPL WDA,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.6515,295,1.9219
TCPL WDA,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.7533,295,2.2222
TCPL WDA,Energir EDA,Timely,2020-11-01,9999-12-31,0.7742,295,2.2839
TCPL WDA,Energir NDA,Timely,2020-11-01,9999-12-31,0.4325,295,1.2759
TCPL WDA,Iroquois,Timely,2020-11-01,9999-12-31,0.6835,295,2.0163
TCPL WDA,KPUC EDA,Timely,2020-11-01,9999-12-31,0.7345,295,2.1668
TCPL WDA,Kirkwall,Timely,2020-11-01,9999-12-31,0.6686,295,1.9724
TCPL WDA,Napierville,Timely,2020-11-01,9999-12-31,0.7673,295,2.2635
TCPL WDA,Niagara Falls,Timely,2020-11-01,9999-12-31,0.7110,295,2.0975
TCPL WDA,North Bay Junction,Timely,2020-11-01,9999-12-31,0.4860,295,1.4337
TCPL WDA,Philipsburg,Timely,2020-11-01,9999-12-31,0.7752,295,2.2868
TCPL WDA,Spruce,Timely,2020-11-01,9999-12-31,0.3650,295,1.0768
TCPL WDA,St. Clair,Timely,2020-11-01,9999-12-31,0.7573,295,2.2340
TCPL WDA,TCPL NDA,Timely,2020-11-01,9999-12-31,0.3372,295,0.9947
TCPL WDA,TCPL WDA,Timely,2020-11-01,9999-12-31,0.0743,295,0.2192
TCPL WDA,TPLP NDA,Timely,2020-11-01,9999-12-31,0.2214,295,0.6531
TCPL WDA,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.6177,295,1.8222
TCPL WDA,Union CDA,Timely,2020-11-01,9999-12-31,0.6789,295,2.0028
TCPL WDA,Union ECDA,Timely,2020-11-01,9999-12-31,0.6567,295,1.9373
TCPL WDA,Union EDA,Timely,2020-11-01,9999-12-31,0.7066,295,2.0845
TCPL WDA,Union NCDA,Timely,2020-11-01,9999-12-31,0.5689,295,1.6783
TCPL WDA,Union NDA,Timely,2020-11-01,9999-12-31,0.4089,295,1.2063
TCPL WDA,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.6515,295,1.9219
TCPL WDA,Union SSMDA,Timely,2020-11-01,9999-12-31,0.9373,295,2.7650
TCPL WDA,Union SWDA,Timely,2020-11-01,9999-12-31,0.7549,295,2.2270
TCPL WDA,Union WDA,Timely,2020-11-01,9999-12-31,0.1621,295,0.4782
TCPL WDA,Welwyn,Timely,2020-11-01,9999-12-31,0.5387,295,1.5892
TPLP NDA,Centram MDA,Timely,2020-11-01,9999-12-31,0.5669,295,1.6724
TPLP NDA,Centram SSDA,Timely,2020-11-01,9999-12-31,0.6857,295,2.0228
TPLP NDA,Centrat MDA,Timely,2020-11-01,9999-12-31,0.5120,295,1.5104
TPLP NDA,Chippawa,Timely,2020-11-01,9999-12-31,0.5637,295,1.6629
TPLP NDA,Cornwall,Timely,2020-11-01,9999-12-31,0.5501,295,1.6228
TPLP NDA,Dawn Export,Timely,2020-11-01,9999-12-31,0.6049,295,1.7845
TPLP NDA,East Hereford,Timely,2020-11-01,9999-12-31,0.7099,295,2.0942
TPLP NDA,Emerson 1,Timely,2020-11-01,9999-12-31,0.5751,295,1.6965
TPLP NDA,Emerson 2,Timely,2020-11-01,9999-12-31,0.5751,295,1.6965
TPLP NDA,Empress,Timely,2020-11-01,9999-12-31,0.9576,295,2.8249
TPLP NDA,Enbridge CDA,Timely,2020-11-01,9999-12-31,0.5001,295,1.4753
TPLP NDA,Enbridge EDA,Timely,2020-11-01,9999-12-31,0.5262,295,1.5523
TPLP NDA,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,0.5031,295,1.4841
TPLP NDA,Enbridge SWDA,Timely,2020-11-01,9999-12-31,0.6049,295,1.7845
TPLP NDA,Energir EDA,Timely,2020-11-01,9999-12-31,0.6259,295,1.8464
TPLP NDA,Energir NDA,Timely,2020-11-01,9999-12-31,0.2854,295,0.8419
TPLP NDA,Iroquois,Timely,2020-11-01,9999-12-31,0.5352,295,1.5788
TPLP NDA,KPUC EDA,Timely,2020-11-01,9999-12-31,0.5862,295,1.7293
TPLP NDA,Kirkwall,Timely,2020-11-01,9999-12-31,0.5203,295,1.5349
TPLP NDA,Napierville,Timely,2020-11-01,9999-12-31,0.6190,295,1.8261
TPLP NDA,Niagara Falls,Timely,2020-11-01,9999-12-31,0.5627,295,1.6600
TPLP NDA,North Bay Junction,Timely,2020-11-01,9999-12-31,0.3389,295,0.9998
TPLP NDA,Philipsburg,Timely,2020-11-01,9999-12-31,0.6268,295,1.8491
TPLP NDA,Spruce,Timely,2020-11-01,9999-12-31,0.5120,295,1.5104
TPLP NDA,St. Clair,Timely,2020-11-01,9999-12-31,0.6102,295,1.8001
TPLP NDA,TCPL NDA,Timely,2020-11-01,9999-12-31,0.1901,295,0.5608
TPLP NDA,TCPL WDA,Timely,2020-11-01,9999-12-31,0.2214,295,0.6531
TPLP NDA,TPLP NDA,Timely,2020-11-01,9999-12-31,0.0743,295,0.2192
TPLP NDA,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.7648,295,2.2562
TPLP NDA,Union CDA,Timely,2020-11-01,9999-12-31,0.5305,295,1.5650
TPLP NDA,Union ECDA,Timely,2020-11-01,9999-12-31,0.5083,295,1.4995
TPLP NDA,Union EDA,Timely,2020-11-01,9999-12-31,0.5583,295,1.6470
TPLP NDA,Union NCDA,Timely,2020-11-01,9999-12-31,0.4206,295,1.2408
TPLP NDA,Union NDA,Timely,2020-11-01,9999-12-31,0.2618,295,0.7723
TPLP NDA,Union Parkway Belt,Timely,2020-11-01,9999-12-31,0.5031,295,1.4841
TPLP NDA,Union SSMDA,Timely,2020-11-01,9999-12-31,0.8702,295,2.5671
TPLP NDA,Union SWDA,Timely,2020-11-01,9999-12-31,0.6065,295,1.7892
TPLP NDA,Union WDA,Timely,2020-11-01,9999-12-31,0.3060,295,0.9027
TPLP NDA,Welwyn,Timely,2020-11-01,9999-12-31,0.6857,295,2.0228
Transgas SSDA,Centram MDA,Timely,2020-11-01,9999-12-31,0.2733,295,0.8062
Transgas SSDA,Centram SSDA,Timely,2020-11-01,9999-12-31,0.1534,295,0.4525
Transgas SSDA,Centrat MDA,Timely,2020-11-01,9999-12-31,0.3271,295,0.9649
Transgas SSDA,Chippawa,Timely,2020-11-01,9999-12-31,1.1883,295,3.5055
Transgas SSDA,Cornwall,Timely,2020-11-01,9999-12-31,1.2466,295,3.6775
Transgas SSDA,Dawn Export,Timely,2020-11-01,9999-12-31,1.0526,295,3.1052
Transgas SSDA,East Hereford,Timely,2020-11-01,9999-12-31,1.4063,295,4.1486
Transgas SSDA,Emerson 1,Timely,2020-11-01,9999-12-31,0.3365,295,0.9927
Transgas SSDA,Emerson 2,Timely,2020-11-01,9999-12-31,0.3365,295,0.9927
Transgas SSDA,Empress,Timely,2020-11-01,9999-12-31,0.2672,295,0.7882
Transgas SSDA,Enbridge CDA,Timely,2020-11-01,9999-12-31,1.1812,295,3.4845
Transgas SSDA,Enbridge EDA,Timely,2020-11-01,9999-12-31,1.2224,295,3.6061
Transgas SSDA,Enbridge Parkway CDA,Timely,2020-11-01,9999-12-31,1.1544,295,3.4055
Transgas SSDA,Enbridge SWDA,Timely,2020-11-01,9999-12-31,1.0526,295,3.1052
Transgas SSDA,Energir EDA,Timely,2020-11-01,9999-12-31,1.3223,295,3.9008
Transgas SSDA,Energir NDA,Timely,2020-11-01,9999-12-31,0.9758,295,2.8786
Transgas SSDA,Iroquois,Timely,2020-11-01,9999-12-31,1.2317,295,3.6335
Transgas SSDA,KPUC EDA,Timely,2020-11-01,9999-12-31,1.2827,295,3.7840
Transgas SSDA,Kirkwall,Timely,2020-11-01,9999-12-31,1.1372,295,3.3547
Transgas SSDA,Napierville,Timely,2020-11-01,9999-12-31,1.3155,295,3.8807
Transgas SSDA,Niagara Falls,Timely,2020-11-01,9999-12-31,1.1872,295,3.5022
Transgas SSDA,North Bay Junction,Timely,2020-11-01,9999-12-31,1.0293,295,3.0364
Transgas SSDA,Philipsburg,Timely,2020-11-01,9999-12-31,1.3233,295,3.9037
Transgas SSDA,Spruce,Timely,2020-11-01,9999-12-31,0.3271,295,0.9649
Transgas SSDA,St. Clair,Timely,2020-11-01,9999-12-31,1.0328,295,3.0468
Transgas SSDA,TCPL NDA,Timely,2020-11-01,9999-12-31,0.8805,295,2.5975
Transgas SSDA,TCPL WDA,Timely,2020-11-01,9999-12-31,0.6177,295,1.8222
Transgas SSDA,TPLP NDA,Timely,2020-11-01,9999-12-31,0.7648,295,2.2562
Transgas SSDA,Transgas SSDA,Timely,2020-11-01,9999-12-31,0.0743,295,0.2192
Transgas SSDA,Union CDA,Timely,2020-11-01,9999-12-31,1.1520,295,3.3984
Transgas SSDA,Union ECDA,Timely,2020-11-01,9999-12-31,1.1595,295,3.4205
Transgas SSDA,Union EDA,Timely,2020-11-01,9999-12-31,1.2531,295,3.6966
Transgas SSDA,Union NCDA,Timely,2020-11-01,9999-12-31,1.1171,295,3.2954
Transgas SSDA,Union NDA,Timely,2020-11-01,9999-12-31,0.9522,295,2.8090
Transgas SSDA,Union Parkway Belt,Timely,2020-11-01,9999-12-31,1.1544,295,3.4055
